TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES"
"Botanical butterfly print | Nature prints, insect, botany, wall art, room decor, vintage print, watercolour | High quality print","This is a new print of butterflies adapted from an vintage botanical book.

These fantastic prints would liven up any kitchen or other room in your house. 

---

Take a look at the other prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Botanical butterfly print | Nature prints, insect, botany, wall art, room decor, vintage print, watercolour | High quality print",10.6,GBP,49,"Poster,Poster_print,Wall_art,Vintage,Watercolour,Nature,Botanical_art,Wildlife,Butterfly,Nature_print,Butterfly_print,Butterfly_art,High_quality_print",,https://i.etsystatic.com/12853550/r/il/65c6dc/2295651104/il_fullxfull.2295651104_phwa.jpg,https://i.etsystatic.com/12853550/r/il/6a74d9/2295651098/il_fullxfull.2295651098_b91v.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Let There Be Lights in the Firmament by Paul Nash – Genesis woodcut print","This is the sixth in an amazing series of woodcut prints by Paul Nash, illustrating the first chapter of Genesis.

""And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days, and years: and let them be for lights in the firmament of the heaven to give light upon the earth: and it was so. And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also.""

Paul Nash (11 May 1889 – 11 July 1946) was a British surrealist painter and war artist, as well as a photographer, writer and designer of applied art. Nash was among the most important landscape artists of the first half of the twentieth century. He played a key role in the development of Modernism in English art.

The prints in this set were first published in 1924 by Nonesuch Press as 'Genesis – Twelve woodcuts by Paul Nash with the first chapter of Genesis in the Authorised Version'.

---

Take a look at the other prints in this collection: https://www.etsy.com/uk/shop/TheDoveAndTheSeagull?ref=hdr_shop_menu§ion_id=19099181

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Let there be lights in the firmament Genesis print | Paul Nash |  Woodcut engraving, art, Bible, high quality print, black & white

Wellcome Library, London",10.6,GBP,48,"Poster,Poster_print,Wall_art,Vintage,Woodcut,Genesis,Black_and_white,Bible,Paul_Nash,Engraving,Creation,Modern_art",,https://i.etsystatic.com/12853550/r/il/275a34/2226448603/il_fullxfull.2226448603_2s7e.jpg,https://i.etsystatic.com/12853550/r/il/502830/1017777471/il_fullxfull.1017777471_e9c7.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Kitchen vegetables antique botanical print | Beans and legumes | Cooking wall art | Poster | Vintage kitchen home decor | AB07","Kitchen vegetables antique botanical print | Beans and legumes | Cooking wall art | Poster | Vintage kitchen home decor | AB07

This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,2,"Botanical_art,Wall_art,Photograph,Vintage,Art_poster,Kitchen_wall_art,Vegetables_print,Vegetables_poster,Home_decor,Kitchen_print,Antique_botanical,Gardening_print,Gardening_wall_art",,https://i.etsystatic.com/12853550/r/il/fea9b5/2343642851/il_fullxfull.2343642851_hp9h.jpg,https://i.etsystatic.com/12853550/r/il/edb55f/1749196838/il_fullxfull.1749196838_j33y.jpg,https://i.etsystatic.com/12853550/r/il/a005c5/2296034192/il_fullxfull.2296034192_psiq.jpg,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Kitchen vegetables antique botanical print | Courgettes, marrows & squashes | Cooking wall art | Poster | Vintage kitchen home decor | AB06","Kitchen vegetables antique botanical print | Courgettes, marrows & squashes | Cooking wall art | Poster | Vintage kitchen home decor | AB06

This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,2,"Botanical_art,Wall_art,Photograph,Vintage,Art_poster,Kitchen_wall_art,Vegetables_print,Vegetables_poster,Home_decor,Kitchen_print,Antique_botanical,Gardening_print,Gardening_wall_art",,https://i.etsystatic.com/12853550/r/il/a09869/2296034566/il_fullxfull.2296034566_11qs.jpg,https://i.etsystatic.com/12853550/r/il/d50ae2/2343644013/il_fullxfull.2343644013_fx4g.jpg,https://i.etsystatic.com/12853550/r/il/15d2a5/1749194262/il_fullxfull.1749194262_s6cj.jpg,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Kitchen vegetables antique botanical print | Kale plants | Cooking wall art | Poster | Vintage kitchen home decor | AB03","Kitchen vegetables antique botanical print | Kale plants | Cooking wall art | Poster | Vintage kitchen home decor | AB03

This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,99,"Poster,Botanical,Botanical_art,Wall_art,Photograph,Vintage,Art_poster,Kitchen_wall_art,Vegetables_print,Vegetables_poster,Home_decor,Kitchen_print,Antique_botanical",,https://i.etsystatic.com/12853550/r/il/d90b38/2343644403/il_fullxfull.2343644403_4l3x.jpg,https://i.etsystatic.com/12853550/r/il/fd029b/2296035188/il_fullxfull.2296035188_r7ic.jpg,https://i.etsystatic.com/12853550/r/il/2646ec/1796638447/il_fullxfull.1796638447_nrhh.jpg,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Papillons by EA Seguy - plate 18 | Nature prints, butterfly prints, pattern, botany, wall art, room decor, vintage print | High quality","This is the eighteenth plate from a collection of 20 stunning butterfly prints by E A Seguy.

Eugene Alain Seguy was one of the leading French designers at the beginning of the 20th century, working in both the Art Deco and Art Nouveau styles. He published eleven albums of nature-themed work using the pochoir technique, a printing process which involves hand-colouring a large number of stencils - up to 100 for a single print -  to produce solid, bold colours.

---

Take a look at the other prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Papillons by A E Seguy - plate 18 | Nature prints, butterfly prints, botany, wall art, room decor, vintage print | High quality print",10.6,GBP,49,"Poster,Poster_print,Wall_art,Vintage,Watercolour,Nature,Botanical_art,Wildlife,Nature_print,Butterfly_print,Butterfly_art,Butterfly_poster,High_quality_print",,https://i.etsystatic.com/12853550/r/il/fa1c5b/2344962351/il_fullxfull.2344962351_cq24.jpg,https://i.etsystatic.com/12853550/r/il/78bb3a/2342043187/il_fullxfull.2342043187_kzkl.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Kleine Welten III by Vasily Kandinsky","This is the third in the 'Kleine Welten (Small Worlds)' series of 12 prints, published in 1922, shortly after Kandinsky started teaching at the Bauhaus. The series comprises of four woodcut prints, four etchings and four lithographs, each piece tailored to the medium's unique characteristics.

Born in 1866, Vasily Kandinsky taught at the Bauhaus and is credited with creating one of the first abstract artworks.

### Printing

Prints are available in multiple sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

### Shipping and delivery

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 2-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",18.45,GBP,999,"Kandinsky,Abstract,Modern_art,Abstract_art,Colourful,Bauhaus,Art_print,Wall_art,Modernism,Woodcut,Fine_art,Vintage",,https://i.etsystatic.com/12853550/r/il/2a019b/2296064588/il_fullxfull.2296064588_s447.jpg,https://i.etsystatic.com/12853550/r/il/a7f900/1238366489/il_fullxfull.1238366489_mvak.jpg,https://i.etsystatic.com/12853550/r/il/a4b164/1191148320/il_fullxfull.1191148320_8jay.jpg,,,,,,,,Dimensions,Dimensions,"8x10,11x14"
"Two tulips with insects vintage botanical print | Botanical prints, wall art, room decor, vintage print, watercolour | Quality print","This lovely tulip botanical watercolour study was painted in the 1600s. I love the the depth the paper texture brings to the image.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Two tulips with insects vintage botanical print | Botanical prints, wall art, room decor, vintage print, watercolour | Quality print",10.6,GBP,50,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Vintage,Plant,Watercolour,Tulip,Insects,Flower,High_quality_print",,https://i.etsystatic.com/12853550/r/il/d5a1c6/2343500885/il_fullxfull.2343500885_6k57.jpg,https://i.etsystatic.com/12853550/r/il/a46f3b/2295892258/il_fullxfull.2295892258_htel.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Eleven tropical cowrie shells nautical marine botanical print","This is a stunning 18th century watercolour study of tropical seashells by Johann Gustav Hoch.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Eleven tropical cowrie shells | Nature prints, nautical, sea, wall art, room decor, vintage print, watercolour | High quality print",10.6,GBP,50,"Poster,Botanical,Wall_art,Vintage,Watercolour,Nature,Botanical_art,Wildlife,Shells,Sea,Marine,Nautical,Beach",,https://i.etsystatic.com/12853550/r/il/ae4cdd/2181305404/il_fullxfull.2181305404_3n0z.jpg,https://i.etsystatic.com/12853550/r/il/051211/1014763795/il_fullxfull.1014763795_oi8w.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Arbor Vitae - Plate 29 | From Urformen Der Kunst by Karl Blossfeldt | Vintage botanical photographic print","Thujopsis Dolabrata. Hatchet-Leaved Arbor Vitae. Ends of a branch enlarged 10 times.

This is a print of plate 29 from Karl Blossfeldt's groundbreaking work 'Urformen der Kunst', first published in 1928. An English edition was published in 1929 as 'Art Forms in Nature'. The complete work contains 120 rotary gravure plates, prefaced with an introductory text and list of subjects.

Karl Blossfeldt was a German teacher, sculptor and photographer celebrated by early modernists and the Surrealists for his pioneering close-up photography of plants and flora. Using a homemade camera and lens, he was able to magnify a subject 30 times, capturing the fine detail of his specimens.

The philosopher Walter Benjamin declared that Blossfeld ""has played his part in that great examination of the inventory of perception, which will have an unforeseeable effect on our conception of the world"". 

### Printing

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

### Shipping and delivery

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

View the other prints in this collection: https://www.etsy.com/uk/shop/TheDoveAndTheSeagull?ref=hdr_shop_menu§ion_id§ion_id=19118759

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull",10.6,GBP,47,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Black_and_white,Sepia,Minimal,High_quality_print,Botanical_print",,https://i.etsystatic.com/12853550/r/il/e01b98/2344246949/il_fullxfull.2344246949_2fvh.jpg,,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Shield Fern - Plate 56 | From Urformen Der Kunst by Karl Blossfeldt | Vintage botanical photographic print","Shield Fern (Aspidium Filix Mas). Fronds enlarged four times. Plate 56.

This is a high-quality giclee print from Karl Blossfeldt's groundbreaking work 'Urformen der Kunst' first published in 1928. A 1929 English edition was published as 'Art Forms in Nature'. The complete work contains 120 rotary gravure plates, prefaced with an introductory text and list of subjects.

Karl Blossfeldt was a German teacher, sculptor and photographer celebrated by early modernists and the Surrealists for his pioneering close-up photography of plants and flora. Using a homemade camera and lens, he was able to magnify a subject 30 times, capturing the fine detail of his specimens.

The philosopher Walter Benjamin declared that Blossfeld 'has played his part in that great examination of the inventory of perception, which will have an unforeseeable effect on our conception of the world’. 

---

View the other prints in this collection: https://www.etsy.com/uk/shop/TheDoveAndTheSeagull?ref=hdr_shop_menu§ion_id=19118759

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in multiple sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use a high quality, heavyweight, acid-free archival watercolour paper with a lovely texture, which looks fantastic and brings out the best in your artwork.

When posting, we'll carefully pack your prints in a stiff envelope to keep them safe, and we dispatch within 5 days of receiving your order.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,99,"Poster,Poster_print,Giclee_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Black_and_white,Sepia,Minimal,Fern",,https://i.etsystatic.com/12853550/r/il/db7211/2296643940/il_fullxfull.2296643940_119r.jpg,https://i.etsystatic.com/12853550/r/il/6087f8/1194250174/il_fullxfull.1194250174_7ffk.jpg,https://i.etsystatic.com/12853550/r/il/6d530a/1194250248/il_fullxfull.1194250248_ls8b.jpg,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Heron woodcut print | Nature prints, wall art, room decor, vintage print, woodcut | High quality print","This is a wonderful woodcut print of a heron by Samuel Jessrum de Mesquita.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Poster_print,Wall_art,Vintage,Nature,Heron,Woodcut,Nature_print,Wildlife,Wildlife_print,Black_and_white,Vintage_print,High_quality_print",,https://i.etsystatic.com/12853550/r/il/edff3e/2296587232/il_fullxfull.2296587232_bmh4.jpg,https://i.etsystatic.com/12853550/r/il/61ee6e/2344196371/il_fullxfull.2344196371_e3vi.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Apple vintage botanical plant print 5 | Botanical prints, wall art, room decor, vintage print, watercolour | High quality print","This stunning apple botanical watercolour study is from a series of watercolours painted in the early 1900s.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Plant,Watercolour,Apple,Fruit,High_quality_print",,https://i.etsystatic.com/12853550/r/il/671b54/2343506619/il_fullxfull.2343506619_hptl.jpg,https://i.etsystatic.com/12853550/r/il/f4fc68/2343506781/il_fullxfull.2343506781_b19b.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Apple vintage botanical plant print 3 | Botanical prints, wall art, room decor, vintage print, watercolour | High quality print","This stunning apple botanical watercolour study is from a series of watercolours painted in the early 1900s.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

----

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Plant,Watercolour,Apple,Fruit,High_quality_print",,https://i.etsystatic.com/12853550/r/il/8fac97/2345266475/il_fullxfull.2345266475_oo5w.jpg,https://i.etsystatic.com/12853550/r/il/589312/2345267041/il_fullxfull.2345267041_8kp0.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
"Apple vintage botanical plant print | Botanical prints, wall art, room decor, vintage print, watercolour | High quality print","This stunning apple botanical watercolour study is from a series of watercolours painted in the early 1900s.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Plant,Watercolour,Apple,Fruit,High_quality_print",,https://i.etsystatic.com/12853550/r/il/626ede/2297830022/il_fullxfull.2297830022_2de4.jpg,https://i.etsystatic.com/12853550/r/il/10b677/2297829788/il_fullxfull.2297829788_rlkn.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5"
